State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,women_1544_pop,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate.x,tanf _apps_per_1000,tanf_apps,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate,minimum_wage,census_region,CPI,ban_state,policy_group.x,shield_group,tanf_resid,snap_resid,snap_participation_rate,policy_group.y,policy_group
FL,2022_12,1.69,4.91,4037951,5,0%,0,0,15,2743,33,14.23%,5.23,21102,1.81,0,1,102.284,2.5,11,South,288.205,0,Non-Restrictive,No Shield Law,-4.392291767,0.027627105,0.1423,Severely Restrictive,Severely Restrictive
FL,2023_01,1.64,4.57,"4,111,275",6,0%,0,0,15,3081,34,14.22%,5.22,21466,1.94,0,1,103.636,2.9,12,South,290.438,0,Non-Restrictive,No Shield Law,-4.848016952,0.027106569,0.1422,Severely Restrictive,Severely Restrictive
FL,2023_02,1.6,4.06,"4,111,275",7,0%,0,0,15,3081,34,13.44%,5.00,20551,1.87,0,1,103.636,2.7,12,South,292.285,0,Non-Restrictive,No Shield Law,-4.976902584,0.019158862,0.1344,Severely Restrictive,Severely Restrictive
FL,2023_03,1.85,4.42,"4,111,275",8,0%,0,0,15,3081,34,13.35%,6.07,24935,1.97,0,1,103.636,2.7,12,South,293.358,0,Non-Restrictive,No Shield Law,-4.911111724,0.018173053,0.1335,Severely Restrictive,Severely Restrictive
FL,2023_04,1.64,4.12,"4,111,275",9,0%,0,0,15,3081,34,13.08%,5.80,23854,2,0,1,103.636,2.5,12,South,295.315,0,Non-Restrictive,No Shield Law,-4.94350435,0.01531655,0.1308,Severely Restrictive,Severely Restrictive
FL,2023_05,1.64,4.38,"4,111,275",10,0%,0,0,15,3081,34,13.19%,6.58,27044,1.9,0,1,103.636,2.8,12,South,295.889,0,Non-Restrictive,No Shield Law,-5.061804487,0.016370646,0.1319,Severely Restrictive,Severely Restrictive
FL,2023_06,1.62,4.41,"4,111,275",11,0%,0,0,15,3081,34,12.95%,6.85,28156,1.89,0,1,103.636,3.1,12,South,296.789,0,Non-Restrictive,No Shield Law,-5.100498081,0.013898672,0.1295,Severely Restrictive,Severely Restrictive
FL,2023_07,1.74,4.59,"4,111,275",12,7%,0,0,15,3081,34,12.60%,6.53,26833,1.87,0,1,103.636,3.1,12,South,297.279,0,Non-Restrictive,No Shield Law,-5.136120149,0.010359486,0.126,Severely Restrictive,Severely Restrictive
FL,2023_08,1.7,4.71,"4,111,275",13,6%,0,0,15,3081,34,13.10%,7.75,31866,1.88,0,1,103.636,3.3,12,South,298.975,0,Non-Restrictive,No Shield Law,-5.180191633,0.015223855,0.131,Severely Restrictive,Severely Restrictive
FL,2023_09,1.71,4.62,"4,111,275",14,7%,0,0,15,3081,34,13.38%,6.97,28668,1.92,0,1,103.636,3.2,12,South,299.657,0,Non-Restrictive,No Shield Law,-5.161935001,0.017969315,0.1338,Severely Restrictive,Severely Restrictive
FL,2023_10,1.7,4.75,"4,111,275",15,9%,0,0,15,3081,34,13.57%,6.46,26541,1.94,0,1,103.636,3.2,12,South,299.394,0,Non-Restrictive,No Shield Law,-5.133550095,0.019890348,0.1357,Severely Restrictive,Severely Restrictive
FL,2023_11,1.59,4.59,"4,111,275",16,10%,0,0,15,3081,34,13.32%,4.90,20164,1.9,0,1,103.636,3,12,South,298.93,0,Non-Restrictive,No Shield Law,-5.158756953,0.017427454,0.1332,Severely Restrictive,Severely Restrictive
FL,2023_12,1.66,4.63,"4,111,275",17,10%,0,0,15,3081,34,13.10%,4.36,17915,1.83,0,1,103.636,2.9,12,South,298.754,0,Non-Restrictive,No Shield Law,-5.223145761,0.015241529,0.131,Severely Restrictive,Severely Restrictive
FL,2024_01,1.81,4.29,4298661,18,10%,0,0,15,3426,32,12.47%,5.75,24704,1.65,0,1,103.414,3.2,12,South,300.421,0,Non-Restrictive,No Shield Law,-5.371805715,0.008847947,0.1247,Severely Restrictive,Severely Restrictive
FL,2024_02,1.7,4.08,4298661,19,9%,0,0,15,3426,32,12.52%,6.76,29071,1.53,0,1,103.414,3.1,12,South,303.144,0,Non-Restrictive,No Shield Law,-5.578619778,0.009130186,0.1252,Severely Restrictive,Severely Restrictive
FL,2024_03,1.79,4.18,4298661,20,10%,0,0,15,3426,32,12.57%,6.26,26914,1.59,0,1,103.414,3.1,12,South,304.49,0,Non-Restrictive,No Shield Law,-5.561532642,0.009522545,0.1257,Severely Restrictive,Severely Restrictive
FL,2024_04,2.18,4.04,4298661,21,9%,0,0,15,3426,32,12.45%,6.24,26835,1.62,0,1,103.414,2.9,12,South,305.104,0,Non-Restrictive,No Shield Law,-5.551108049,0.008273443,0.1245,Severely Restrictive,Severely Restrictive
FL,2024_05,1.34,4.15,4298661,22,21%,0,0,6,3426,32,12.62%,5.97,25664,1.66,0,1,103.414,3.1,12,South,305.296,0,Non-Restrictive,No Shield Law,-5.51722935,0.009958088,0.1262,Severely Restrictive,Severely Restrictive
FL,2024_06,1.21,4.04,4298661,23,21%,0,0,6,3426,32,12.72%,5.66,24351,1.72,0,1,103.414,3.6,12,South,305.357,0,Non-Restrictive,No Shield Law,-5.459174138,0.01095321,0.1272,Severely Restrictive,Severely Restrictive
FL,2024_07,1.32,4.49,4298661,24,22%,0,0,6,3426,32,12.71%,6.42,27578,1.71,0,1,103.414,3.8,12,South,305.819,0,Non-Restrictive,No Shield Law,-5.483903516,0.010816264,0.1271,Severely Restrictive,Severely Restrictive
FL,2024_08,1.27,4.69,4298661,25,20%,0,0,6,3426,32,12.71%,6.55,28141,1.68,0,1,103.414,3.8,12,South,305.761,0,Non-Restrictive,No Shield Law,-5.512054373,0.010820902,0.1271,Severely Restrictive,Severely Restrictive
FL,2024_09,1.2,4.57,4298661,26,21%,0,0,6,3426,32,12.71%,6.57,28222,1.77,0,1,103.414,3.5,12,South,306.078,0,Non-Restrictive,No Shield Law,-5.432160895,0.010795551,0.1271,Severely Restrictive,Severely Restrictive
FL,2024_10,1.25,4.67,4298661,27,26%,0,0,6,3426,32,13.77%,6.29,27044,1.7,0,1,103.414,3.5,13,South,306.889,0,Non-Restrictive,No Shield Law,-5.528017011,0.021330694,0.1377,Severely Restrictive,Severely Restrictive
FL,2024_11,1.32,4.38,4298661,28,28%,0,0,6,3426,32,14.82%,4.96,21300,1.7,0,1,103.414,3.5,13,South,306.877,0,Non-Restrictive,No Shield Law,-5.52763443,0.031831654,0.1482,Severely Restrictive,Severely Restrictive
FL,2024_12,1.32,4.62,4298661,29,29%,0,0,6,3426,32,14.36%,4.98,21420,1.7,0,1,103.414,3.2,13,South,307.007,0,Non-Restrictive,No Shield Law,-5.53177906,0.027221258,0.1436,Severely Restrictive,Severely Restrictive
GA,2022_04,2.02,4.27,4298661,-3,3%,0,0,22,2609,29,14.71%,0.64,2748,0.49,1,1,95.678,2.6,7.25,South,279.879,0,Non-Restrictive,No Shield Law,-2.932786258,0.034275186,0.1471,Severely Restrictive,Severely Restrictive
GA,2022_05,1.88,4.38,2251070,-2,4%,0,0,22,2609,29,14.58%,1.45,3264,0.48,1,1,95.678,3,7.25,South,283.307,0,Non-Restrictive,No Shield Law,-3.05207697,0.032701046,0.1458,Severely Restrictive,Severely Restrictive
GA,2022_06,1.98,4.63,2251070,-1,4%,0,0,22,2609,29,14.54%,1.59,3568,0.48,1,1,95.678,3.5,7.25,South,287.427,0,Non-Restrictive,No Shield Law,-3.183429867,0.031971565,0.1454,Severely Restrictive,Severely Restrictive
GA,2022_07,1.97,4.84,2251070,0,1%,0,0,22,2609,29,14.97%,1.60,3604,0.38,1,1,95.678,3.2,7.25,South,287.608,0,Non-Restrictive,No Shield Law,-3.289200467,0.03625709,0.1497,Severely Restrictive,Severely Restrictive
GA,2022_08,0.88,5.27,2251070,1,0%,0,0,6,2609,29,14.81%,1.90,4275,0.31,1,1,95.678,3.6,7.25,South,287.168,0,Non-Restrictive,No Shield Law,-3.345172488,0.034692277,0.1481,Severely Restrictive,Severely Restrictive
GA,2022_09,1,4.69,2251070,2,0%,0,0,6,2609,29,14.61%,1.87,4217,0.3,1,1,95.678,3,7.25,South,287.656,0,Non-Restrictive,No Shield Law,-3.370730792,0.032653251,0.1461,Severely Restrictive,Severely Restrictive
GA,2022_10,1.06,4.62,2251070,3,0%,0,0,6,2609,29,14.45%,1.98,4452,0.26,1,1,95.678,3.3,7.25,South,288.836,0,Non-Restrictive,No Shield Law,-3.448351282,0.030958885,0.1445,Severely Restrictive,Severely Restrictive
GA,2022_11,1.19,4.77,2251070,4,0%,0,0,6,2609,29,14.77%,1.90,4273,0.22,1,1,95.678,3.1,7.25,South,288.991,0,Non-Restrictive,No Shield Law,-3.493292957,0.03414649,0.1477,Severely Restrictive,Severely Restrictive
GA,2022_12,1.08,4.93,2251070,5,0%,0,0,6,2609,29,14.86%,1.74,3916,0.21,1,1,95.678,3,7.25,South,288.205,0,Non-Restrictive,No Shield Law,-3.478233885,0.035109347,0.1486,Severely Restrictive,Severely Restrictive
GA,2023_01,1.16,4.69,"2,277,881",6,0%,0,0,6,3127,29,14.69%,1.50,3416,0.18,1,1,96.494,3.4,7.25,South,290.438,0,Non-Restrictive,No Shield Law,-3.889972539,0.033084736,0.1469,Severely Restrictive,Severely Restrictive
GA,2023_02,1.05,4.19,"2,277,881",7,0%,0,0,6,3127,29,14.54%,1.37,3111,0.15,1,1,96.494,3.4,7.25,South,292.285,0,Non-Restrictive,No Shield Law,-3.978858171,0.03143703,0.1454,Severely Restrictive,Severely Restrictive
GA,2023_03,1.31,4.52,"2,277,881",8,0%,0,0,6,3127,29,14.11%,1.50,3417,0.14,1,1,96.494,3.3,7.25,South,293.358,0,Non-Restrictive,No Shield Law,-4.023067311,0.027051221,0.1411,Severely Restrictive,Severely Restrictive
GA,2023_04,1.14,4.09,"2,277,881",9,0%,0,0,6,3127,29,13.61%,1.34,3058,0.13,1,1,96.494,2.7,7.25,South,295.315,0,Non-Restrictive,No Shield Law,-4.095459937,0.021894717,0.1361,Severely Restrictive,Severely Restrictive
GA,2023_05,1.07,4.45,"2,277,881",10,0%,0,0,6,3127,29,13.35%,1.69,3840,0.12,1,1,96.494,3.3,7.25,South,295.889,0,Non-Restrictive,No Shield Law,-4.123760074,0.019248814,0.1335,Severely Restrictive,Severely Restrictive
GA,2023_06,1.08,4.65,"2,277,881",11,0%,0,0,6,3127,29,13.36%,1.63,3723,0.1,1,1,96.494,3.6,7.25,South,296.789,0,Non-Restrictive,No Shield Law,-4.172453668,0.01927684,0.1336,Severely Restrictive,Severely Restrictive
GA,2023_07,1.22,4.75,"2,277,881",12,13%,0,0,6,3127,29,13.52%,1.54,3506,0.09,1,1,96.494,3.3,7.25,South,297.279,0,Non-Restrictive,No Shield Law,-4.198075736,0.020837654,0.1352,Severely Restrictive,Severely Restrictive
GA,2023_08,1.2,4.93,"2,277,881",13,14%,0,0,6,3127,29,13.47%,1.89,4312,0.1,1,1,96.494,3.7,7.25,South,298.975,0,Non-Restrictive,No Shield Law,-4.24214722,0.020202023,0.1347,Severely Restrictive,Severely Restrictive
GA,2023_09,1.17,4.69,"2,277,881",14,16%,0,0,6,3127,29,13.17%,1.68,3830,0.1,1,1,96.494,3.2,7.25,South,299.657,0,Non-Restrictive,No Shield Law,-4.263890588,0.017147483,0.1317,Severely Restrictive,Severely Restrictive
GA,2023_10,1.18,4.75,"2,277,881",15,19%,0,0,6,3127,29,12.96%,1.62,3697,0.09,1,1,96.494,3.4,7.25,South,299.394,0,Non-Restrictive,No Shield Law,-4.265505682,0.015068515,0.1296,Severely Restrictive,Severely Restrictive
GA,2023_11,1.26,4.58,"2,277,881",16,22%,0,0,6,3127,29,12.62%,1.44,3283,0.09,1,1,96.494,3,7.25,South,298.93,0,Non-Restrictive,No Shield Law,-4.25071254,0.011705622,0.1262,Severely Restrictive,Severely Restrictive
GA,2023_12,1.34,4.63,"2,277,881",17,21%,0,0,6,3127,29,12.11%,1.33,3023,0.08,1,1,96.494,3.1,7.25,South,298.754,0,Non-Restrictive,No Shield Law,-4.255101348,0.006619697,0.1211,Severely Restrictive,Severely Restrictive
GA,2024_01,1.32,4.53,2312690,18,23%,0,0,6,3193,29,12.70%,1.48,3426,0.08,1,1,96.293,3.4,7.25,South,300.421,0,Non-Restrictive,No Shield Law,-4.231753312,0.012422357,0.127,Severely Restrictive,Severely Restrictive
GA,2024_02,1.17,4.33,2312690,19,23%,0,0,6,3193,29,12.71%,1.34,3096,0.07,1,1,96.293,3.4,7.25,South,303.144,0,Non-Restrictive,No Shield Law,-4.328567375,0.012304596,0.1271,Severely Restrictive,Severely Restrictive
GA,2024_03,1.39,4.51,2312690,20,22%,0,0,6,3193,29,12.37%,1.30,3013,0.06,1,1,96.293,3.4,7.25,South,304.49,0,Non-Restrictive,No Shield Law,-4.381480239,0.008796954,0.1237,Severely Restrictive,Severely Restrictive
GA,2024_04,1.28,4.27,2312690,21,25%,0,0,6,3193,29,12.33%,1.43,3304,0.06,1,1,96.293,3,7.25,South,305.104,0,Non-Restrictive,No Shield Law,-4.401055646,0.008347852,0.1233,Severely Restrictive,Severely Restrictive
GA,2024_05,1.43,4.47,2312690,22,24%,0,0,6,3193,29,12.46%,1.65,3813,0.06,1,1,96.293,3.5,7.25,South,305.296,0,Non-Restrictive,No Shield Law,-4.407176946,0.009632498,0.1246,Severely Restrictive,Severely Restrictive
GA,2024_06,1.32,4.3,2312690,23,24%,0,0,6,3193,29,12.73%,1.44,3332,0.06,1,1,96.293,3.9,7.25,South,305.357,0,Non-Restrictive,No Shield Law,-4.409121734,0.012327619,0.1273,Severely Restrictive,Severely Restrictive
GA,2024_07,1.23,4.83,2312690,24,30%,0,0,6,3193,29,12.93%,1.73,3998,0.04,1,1,96.293,3.9,7.25,South,305.819,0,Non-Restrictive,No Shield Law,-4.443851112,0.014290673,0.1293,Severely Restrictive,Severely Restrictive
GA,2024_08,1.24,4.94,2312690,25,31%,0,0,6,3193,29,13.01%,1.77,4088,0.05,1,1,96.293,4.1,7.25,South,305.761,0,Non-Restrictive,No Shield Law,-4.43200197,0.015095311,0.1301,Severely Restrictive,Severely Restrictive
GA,2024_09,1.06,4.62,2312690,26,31%,0,0,6,3193,29,12.99%,1.12,2585,0.05,1,1,96.293,3.4,7.25,South,306.078,0,Non-Restrictive,No Shield Law,-4.442108491,0.01486996,0.1299,Severely Restrictive,Severely Restrictive
GA,2024_10,1.42,4.65,2312690,27,30%,0,0,6,3193,29,16.83%,0.94,2182,0.04,1,1,96.293,3.6,7.25,South,306.889,0,Non-Restrictive,No Shield Law,-4.477964608,0.053205104,0.1683,Severely Restrictive,Severely Restrictive
GA,2024_11,1.31,4.47,2312690,28,37%,0,0,6,3193,29,13.44%,0.77,1783,0.04,1,1,96.293,3.5,7.25,South,306.877,0,Non-Restrictive,No Shield Law,-4.477582026,0.019306063,0.1344,Severely Restrictive,Severely Restrictive
GA,2024_12,1.39,4.74,2312690,29,41%,0,0,6,3193,29,13.71%,1.09,2525,0.05,1,1,96.293,3.4,7.25,South,307.007,0,Non-Restrictive,No Shield Law,-4.471726657,0.021995667,0.1371,Severely Restrictive,Severely Restrictive
HI,2022_04,0.99,4.61,261931,-3,4%,0,0,24,3211,47,11.96%,3.94,1032,10.47,1,0,111.148,3.1,10.1,West,307.145,0,Non-Restrictive,No Shield Law,0.290478286,0.001826107,0.1196,Permissive,Permissive
HI,2022_05,0.84,4.62,261931,-2,5%,0,0,24,3211,47,11.91%,4.10,1073,10.32,1,0,111.148,3.1,10.1,West,309.645,0,Non-Restrictive,No Shield Law,0.060773858,0.001126179,0.1191,Permissive,Permissive
HI,2022_06,1.07,4.78,261931,-1,7%,0,0,24,3211,47,11.85%,2.12,556,9.96,1,0,111.148,3.9,10.1,West,313.496,0,Non-Restrictive,No Shield Law,-0.422002843,0.000218211,0.1185,Permissive,Permissive
HI,2022_07,0.88,5.11,261931,0,9%,0,0,24,3211,47,11.07%,4.71,1233,9.22,1,0,111.148,3.4,10.1,West,313.951,0,Non-Restrictive,No Shield Law,-1.176509049,-0.007618176,0.1107,Permissive,Permissive
HI,2022_08,1.15,4.99,261931,1,13%,0,0,24,3211,47,11.18%,5.03,1317,8.88,1,0,111.148,3.5,10.1,West,314.013,0,Non-Restrictive,No Shield Law,-1.518485719,-0.006523134,0.1118,Permissive,Permissive
HI,2022_09,1.07,5.07,261931,2,7%,0,0,24,3211,47,11.10%,1.82,478,8.54,1,0,111.148,3.5,10.1,West,315.094,0,Non-Restrictive,No Shield Law,-1.892949913,-0.007409583,0.111,Permissive,Permissive
HI,2022_10,0.99,5.02,261931,3,8%,0,0,24,3211,47,11.02%,4.32,1132,8.24,1,0,111.148,3.4,10.1,West,317.299,0,Non-Restrictive,No Shield Law,-2.263249219,-0.008385919,0.1102,Permissive,Permissive
HI,2022_11,1.07,4.88,261931,4,4%,0,0,24,3211,47,10.90%,3.75,982,7.82,1,0,111.148,3.4,10.1,West,315.919,0,Non-Restrictive,No Shield Law,-2.639252375,-0.009475559,0.109,Permissive,Permissive
HI,2022_12,1.03,5,261931,5,11%,0,0,24,3211,47,10.84%,1.38,361,7.65,1,0,111.148,2.9,10.1,West,314.599,0,Non-Restrictive,No Shield Law,-2.767168437,-0.009969997,0.1084,Permissive,Permissive
HI,2023_01,1.23,5.08,"260,337",6,13%,0,0,24,3674,51,10.77%,4.23,1102,7.57,1,0,109.703,3,12,West,317.477,0,Non-Restrictive,No Shield Law,-2.388997798,-0.01064155,0.1077,Permissive,Permissive
HI,2023_02,1.08,4.46,"260,337",7,11%,0,0,24,3674,51,10.75%,3.08,803,7.43,1,0,109.703,3,12,West,319.13,0,Non-Restrictive,No Shield Law,-2.581698366,-0.010973742,0.1075,Permissive,Permissive
HI,2023_03,1.15,4.76,"260,337",8,13%,0,0,24,3674,51,10.86%,1.38,359,7.19,1,0,109.703,2.8,12,West,320.715,0,Non-Restrictive,No Shield Law,-2.872230973,-0.010000496,0.1086,Permissive,Permissive
HI,2023_04,1.27,4.6,"260,337",9,12%,0,0,24,3674,51,10.81%,3.38,879,7.08,1,0,109.703,2.5,12,West,322.187,0,Non-Restrictive,No Shield Law,-3.02916094,-0.010618214,0.1081,Permissive,Permissive
HI,2023_05,1.27,4.66,"260,337",10,15%,0,0,24,3674,51,10.88%,3.51,914,6.96,1,0,109.703,2.6,12,West,323.525,0,Non-Restrictive,No Shield Law,-3.19181875,-0.010025215,0.1088,Permissive,Permissive
HI,2023_06,1.08,4.74,"260,337",11,11%,0,0,24,3674,51,10.95%,1.77,460,6.94,1,0,109.703,3.3,12,West,324.448,0,Non-Restrictive,No Shield Law,-3.241245625,-0.009399028,0.1095,Permissive,Permissive
HI,2023_07,1.15,4.64,"260,337",12,23%,0,0,24,3674,51,10.90%,3.87,1008,6.79,1,0,109.703,2.8,12,West,324.865,0,Non-Restrictive,No Shield Law,-3.404540323,-0.009932376,0.109,Permissive,Permissive
HI,2023_08,1.27,5.07,"260,337",13,18%,0,0,24,3674,51,10.98%,4.86,1265,6.86,1,0,109.703,3,12,West,326.234,0,Non-Restrictive,No Shield Law,-3.378186468,-0.009241857,0.1098,Permissive,Permissive
HI,2023_09,1.11,4.65,"260,337",14,24%,0,0,24,3674,51,12.10%,2.56,667,7.42,1,0,109.703,3.3,12,West,327.491,0,Non-Restrictive,No Shield Law,-2.858261855,0.00185762,0.121,Permissive,Permissive
HI,2023_10,1.15,4.91,"260,337",15,23%,0,0,24,3674,51,11.99%,2.82,733,7.85,1,0,109.703,3.1,12,West,327.708,0,Non-Restrictive,No Shield Law,-2.435180199,0.000740266,0.1199,Permissive,Permissive
HI,2023_11,1.15,4.66,"260,337",16,30%,0,0,24,3674,51,12.20%,2.66,692,7.84,1,0,109.703,2.9,12,West,326.299,0,Non-Restrictive,No Shield Law,-2.400258783,0.002952945,0.122,Permissive,Permissive
HI,2023_12,1.08,4.64,"260,337",17,29%,0,0,24,3674,51,11.98%,0.70,183,7.47,1,0,109.703,2.7,12,West,325.932,0,Non-Restrictive,No Shield Law,-2.758558173,0.000782294,0.1198,Permissive,Permissive
HI,2024_01,1.29,4.67,263440,18,26%,0,0,24,4099,49,11.45%,3.62,953,7.14,1,0,109.951,2.9,14,West,328.053,0,Non-Restrictive,No Shield Law,-3.250561238,-0.004731708,0.1145,Permissive,Permissive
HI,2024_02,1.1,4.64,263440,19,31%,0,0,24,4099,49,11.30%,2.78,733,6.91,1,0,109.951,2.8,14,West,329.339,0,Non-Restrictive,No Shield Law,-3.521561196,-0.00633455,0.113,Permissive,Permissive
HI,2024_03,1.25,4.59,263440,20,24%,0,0,24,4099,49,11.07%,1.00,264,6.49,1,0,109.951,2.7,14,West,332.202,0,Non-Restrictive,No Shield Law,-4.032838706,-0.008863508,0.1107,Permissive,Permissive
HI,2024_04,1.25,4.62,263440,21,30%,0,0,24,4099,49,10.87%,3.89,1024,6.35,1,0,109.951,2.6,14,West,334.05,0,Non-Restrictive,No Shield Law,-4.23175622,-0.011011294,0.1087,Permissive,Permissive
HI,2024_05,1.06,4.74,263440,22,25%,0,0,24,4099,49,10.85%,3.26,860,6.28,1,0,109.951,2.5,14,West,334.292,0,Non-Restrictive,No Shield Law,-4.309471608,-0.011230647,0.1085,Permissive,Permissive
HI,2024_06,1.06,4.45,263440,23,29%,0,0,24,4099,49,10.82%,1.25,328,6.15,1,0,109.951,3.5,14,West,333.662,0,Non-Restrictive,No Shield Law,-4.419386092,-0.011480265,0.1082,Permissive,Permissive
HI,2024_07,1.21,4.57,263440,24,25%,0,0,24,4099,49,10.90%,4.11,1082,6.06,1,0,109.951,3.2,14,West,333.174,0,Non-Restrictive,No Shield Law,-4.493827788,-0.01064124,0.109,Permissive,Permissive
HI,2024_08,1.1,4.85,263440,25,28%,0,0,24,4099,49,10.79%,3.58,944,5.97,1,0,109.951,3.2,14,West,333.442,0,Non-Restrictive,No Shield Law,-4.592372103,-0.011762672,0.1079,Permissive,Permissive
HI,2024_09,1.06,4.89,263440,26,29%,0,0,24,4099,49,10.93%,1.36,357,5.93,1,0,109.951,3.2,14,West,334.265,0,Non-Restrictive,No Shield Law,-4.6586108,-0.010428488,0.1093,Permissive,Permissive
HI,2024_10,1.18,5.03,263440,27,29%,0,0,24,4099,49,11.02%,3.77,993,5.83,1,0,109.951,3.1,14,West,334.558,0,Non-Restrictive,No Shield Law,-4.767952159,-0.00955192,0.1102,Permissive,Permissive
HI,2024_11,1.02,4.73,263440,28,30%,0,0,24,4099,49,11.04%,2.93,773,5.88,1,0,109.951,3.2,14,West,334.218,0,Non-Restrictive,No Shield Law,-4.707112357,-0.009324729,0.1104,Permissive,Permissive
HI,2024_12,1.18,4.84,263440,29,39%,0,0,24,4099,49,10.96%,1.16,305,5.68,1,0,109.951,2.8,14,West,334.084,0,Non-Restrictive,No Shield Law,-4.9028402,-0.010114013,0.1096,Permissive,Permissive
IA,2022_04,0.62,4.89,608952,-3,5%,0,0,22,2810,34,8.81%,0.51,310,3.48,1,1,88.351,2.1,7.25,Midwest,268.639,0,Non-Restrictive,No Shield Law,3.204015062,-0.022514662,0.0881,Severely Restrictive,Severely Restrictive
IA,2022_05,0.61,4.88,608952,-2,3%,0,0,22,2810,34,8.70%,0.53,325,3.36,1,1,88.351,2.4,7.25,Midwest,272.673,0,Non-Restrictive,No Shield Law,2.955403997,-0.023937266,0.087,Severely Restrictive,Severely Restrictive
IA,2022_06,0.64,5,608952,-1,3%,0,0,22,2810,34,8.65%,0.55,335,3.32,1,1,88.351,2.8,7.25,Midwest,277.072,0,Non-Restrictive,No Shield Law,2.775156086,-0.024789059,0.0865,Severely Restrictive,Severely Restrictive
IA,2022_07,0.59,5.28,608952,0,6%,0,0,22,2810,34,8.55%,0.54,329,3.28,1,1,88.351,3.1,7.25,Midwest,276.525,0,Non-Restrictive,No Shield Law,2.752595414,-0.025745314,0.0855,Severely Restrictive,Severely Restrictive
IA,2022_08,0.46,5.37,608952,1,7%,0,0,22,2810,34,8.50%,0.64,389,3.3,1,1,88.351,3.2,7.25,Midwest,275.875,0,Non-Restrictive,No Shield Law,2.793318566,-0.026193333,0.085,Severely Restrictive,Severely Restrictive
IA,2022_09,0.53,5.05,608952,2,6%,0,0,22,2810,34,8.41%,0.61,373,3.31,1,1,88.351,2.6,7.25,Midwest,276.549,0,Non-Restrictive,No Shield Law,2.781830252,-0.027147234,0.0841,Severely Restrictive,Severely Restrictive
IA,2022_10,0.51,4.95,608952,3,10%,0,0,22,2810,34,8.36%,0.56,342,3.24,1,1,88.351,2.8,7.25,Midwest,276.908,0,Non-Restrictive,No Shield Law,2.700384696,-0.027675943,0.0836,Severely Restrictive,Severely Restrictive
IA,2022_11,0.57,4.99,608952,4,11%,0,0,22,2810,34,8.29%,0.58,352,3.23,1,1,88.351,2.8,7.25,Midwest,276.436,0,Non-Restrictive,No Shield Law,2.705432892,-0.028338197,0.0829,Severely Restrictive,Severely Restrictive
IA,2022_12,0.61,5.04,608952,5,11%,0,0,22,2810,34,8.28%,0.47,284,3.22,1,1,88.351,2.9,7.25,Midwest,275.182,0,Non-Restrictive,No Shield Law,2.735412633,-0.028337913,0.0828,Severely Restrictive,Severely Restrictive
IA,2023_01,0.61,4.73,"610,697",6,8%,0,0,22,3045,33,8.16%,0.54,327,3.18,1,1,88.769,3.7,7.25,Midwest,277.332,0,Non-Restrictive,No Shield Law,2.467787777,-0.029784658,0.0816,Severely Restrictive,Severely Restrictive
IA,2023_02,0.49,4.48,"610,697",7,10%,0,0,22,3045,33,8.15%,0.56,344,3.2,1,1,88.769,3.3,7.25,Midwest,278.672,0,Non-Restrictive,No Shield Law,2.445066203,-0.02999182,0.0815,Severely Restrictive,Severely Restrictive
IA,2023_03,0.64,4.98,"610,697",8,15%,0,0,22,3045,33,8.20%,0.60,365,3.22,1,1,88.769,3.1,7.25,Midwest,280.33,0,Non-Restrictive,No Shield Law,2.412206227,-0.029624412,0.082,Severely Restrictive,Severely Restrictive
IA,2023_04,0.41,4.72,"610,697",9,36%,0,0,22,3045,33,8.16%,0.47,285,3.23,1,1,88.769,2.3,7.25,Midwest,281.927,0,Non-Restrictive,No Shield Law,2.371291038,-0.030152126,0.0816,Severely Restrictive,Severely Restrictive
IA,2023_05,0.44,5.12,"610,697",10,37%,0,0,22,3045,33,8.16%,0.56,343,3.24,1,1,88.769,2.8,7.25,Midwest,282.656,0,Non-Restrictive,No Shield Law,2.358049227,-0.030210425,0.0816,Severely Restrictive,Severely Restrictive
IA,2023_06,0.47,5.1,"610,697",11,21%,0,0,22,3045,33,8.18%,0.49,301,3.22,1,1,88.769,3,7.25,Midwest,283.741,0,Non-Restrictive,No Shield Law,2.303457505,-0.030097193,0.0818,Severely Restrictive,Severely Restrictive
IA,2023_07,0.51,5.21,"610,697",12,39%,0,0,22,3045,33,8.06%,0.53,322,3.19,1,1,88.769,3.1,7.25,Midwest,284.64,0,Non-Restrictive,No Shield Law,2.244795793,-0.031369087,0.0806,Severely Restrictive,Severely Restrictive
IA,2023_08,0.61,5.39,"610,697",13,27%,0,0,22,3045,33,8.09%,0.65,397,3.25,1,1,88.769,3.2,7.25,Midwest,285.122,0,Non-Restrictive,No Shield Law,2.289428779,-0.031107633,0.0809,Severely Restrictive,Severely Restrictive
IA,2023_09,0.54,4.86,"610,697",14,27%,0,0,22,3045,33,8.05%,0.60,369,3.3,1,1,88.769,2.7,7.25,Midwest,285.276,0,Non-Restrictive,No Shield Law,2.334518986,-0.031519949,0.0805,Severely Restrictive,Severely Restrictive
