State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,women_1544_pop,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate.x,tanf _apps_per_1000,tanf_apps,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate,minimum_wage,census_region,CPI,ban_state,policy_group.x,shield_group,tanf_resid,snap_resid,snap_participation_rate,policy_group.y,policy_group
AK,2022_04,0.83,5.4,144221,-3,8%,0,0,24,3644,27,13.18%,5.98,862,5.82,1,0,102.101,4.5,10.34,West,307.145,0,Non-Restrictive,No Shield Law,-0.916487858,0.015645203,0.1318,Permissive,Permissive
AK,2022_05,0.9,5.53,144221,-2,8%,0,0,24,3644,27,13.26%,7.39,1066,5.73,1,0,102.101,4.1,10.34,West,309.645,0,Non-Restrictive,No Shield Law,-1.086192285,0.016245275,0.1326,Permissive,Permissive
AK,2022_06,0.97,5.66,144221,-1,14%,0,0,24,3644,27,13.34%,7.49,1080,5.73,1,0,102.101,4.3,10.34,West,313.496,0,Non-Restrictive,No Shield Law,-1.208968986,0.016737306,0.1334,Permissive,Permissive
AK,2022_07,0.76,5.63,144221,0,18%,0,0,24,3644,27,13.35%,8.70,1255,5.66,1,0,102.101,3.6,10.34,West,313.951,0,Non-Restrictive,No Shield Law,-1.293475192,0.01680092,0.1335,Permissive,Permissive
AK,2022_08,0.97,5.73,144221,1,21%,0,0,24,3644,27,11.31%,11.10,1601,5.19,1,0,102.101,3,10.34,West,314.013,0,Non-Restrictive,No Shield Law,-1.765451862,-0.003604039,0.1131,Permissive,Permissive
AK,2022_09,1.04,5.53,144221,2,20%,0,0,24,3644,27,9.52%,8.49,1224,4.63,1,0,102.101,3.2,10.34,West,315.094,0,Non-Restrictive,No Shield Law,-2.359916057,-0.021590487,0.0952,Permissive,Permissive
AK,2022_10,0.9,5.31,144221,3,15%,0,0,24,3644,27,8.09%,7.53,1086,4.44,1,0,102.101,3.6,10.34,West,317.299,0,Non-Restrictive,No Shield Law,-2.620215362,-0.036066824,0.0809,Permissive,Permissive
AK,2022_11,0.9,5.03,144221,4,15%,0,0,24,3644,27,6.49%,7.83,1129,4.15,1,0,102.101,4.1,10.34,West,315.919,0,Non-Restrictive,No Shield Law,-2.866218518,-0.051956464,0.0649,Permissive,Permissive
AK,2022_12,1.04,5.22,144221,5,20%,0,0,24,3644,27,5.20%,7.76,1119,4.03,1,0,102.101,4,10.34,West,314.599,0,Non-Restrictive,No Shield Law,-2.94413458,-0.064750902,0.052,Permissive,Permissive
AK,2023_01,0.9,5.25,144221,6,23%,0,0,24,3788,26,4.43%,6.76,975,3.86,1,0,103.297,4.7,10.85,West,317.477,0,Non-Restrictive,No Shield Law,-3.661054293,-0.072895101,0.0443,Permissive,Permissive
AK,2023_02,0.97,4.72,144221,7,14%,0,0,24,3788,26,5.93%,5.73,827,3.74,1,0,103.297,4.8,10.85,West,319.13,0,Non-Restrictive,No Shield Law,-3.833754861,-0.058027293,0.0593,Permissive,Permissive
AK,2023_03,0.97,5.24,144221,8,14%,0,0,24,3788,26,7.21%,5.50,793,3.71,1,0,103.297,4.4,10.85,West,320.715,0,Non-Restrictive,No Shield Law,-3.914287468,-0.045354047,0.0721,Permissive,Permissive
AK,2023_04,0.76,4.92,144221,9,18%,0,0,24,3788,26,8.11%,6.13,884,3.7,1,0,103.297,4,10.85,West,322.187,0,Non-Restrictive,No Shield Law,-3.971217436,-0.036471764,0.0811,Permissive,Permissive
AK,2023_05,1.11,5.31,144221,10,19%,0,0,24,3788,26,8.82%,7.98,1151,3.83,1,0,103.297,4,10.85,West,323.525,0,Non-Restrictive,No Shield Law,-3.883875245,-0.029478766,0.0882,Permissive,Permissive
AK,2023_06,0.97,5.37,144221,11,14%,0,0,24,3788,26,9.00%,7.63,1101,3.81,1,0,103.297,4.4,10.85,West,324.448,0,Non-Restrictive,No Shield Law,-3.93330212,-0.027752579,0.09,Permissive,Permissive
AK,2023_07,1.18,5.33,144221,12,18%,0,0,24,3788,26,9.06%,8.25,1190,3.8,1,0,103.297,3.7,10.85,West,324.865,0,Non-Restrictive,No Shield Law,-3.956596819,-0.027185927,0.0906,Permissive,Permissive
AK,2023_08,1.18,5.11,144221,13,18%,0,0,24,3788,26,8.84%,10.13,1461,3.87,1,0,103.297,3.7,10.85,West,326.234,0,Non-Restrictive,No Shield Law,-3.930242964,-0.029495407,0.0884,Permissive,Permissive
AK,2023_09,1.04,5.38,144221,14,27%,0,0,24,3788,26,8.11%,7.35,1060,3.89,1,0,103.297,3.9,10.85,West,327.491,0,Non-Restrictive,No Shield Law,-3.95031835,-0.036895931,0.0811,Permissive,Permissive
AK,2023_10,1.25,5.22,144221,15,22%,0,0,24,3788,26,6.91%,5.35,771,3.91,1,0,103.297,4.1,10.85,West,327.708,0,Non-Restrictive,No Shield Law,-3.937236694,-0.048913285,0.0691,Permissive,Permissive
AK,2023_11,1.04,5.33,144221,16,20%,0,0,24,3788,26,6.31%,5.02,724,3.85,1,0,103.297,4.4,10.85,West,326.299,0,Non-Restrictive,No Shield Law,-3.952315279,-0.054800606,0.0631,Permissive,Permissive
AK,2023_12,0.97,5.18,144221,17,29%,0,0,24,3788,26,7.19%,3.41,492,4.23,1,0,103.297,4.6,10.85,West,325.932,0,Non-Restrictive,No Shield Law,-3.560614669,-0.045971256,0.0719,Permissive,Permissive
AK,2024_01,0.88,5.19,147049,18,15%,0,0,24,3906,26,8.02%,5.81,854,5.35,1,0,102.359,5.1,11.73,West,328.053,0,Non-Restrictive,No Shield Law,-2.151259476,-0.037673006,0.0802,Permissive,Permissive
AK,2024_02,0.95,5,147049,19,14%,0,0,24,3906,26,9.79%,5.46,803,5.21,1,0,102.359,5.3,11.73,West,329.339,0,Non-Restrictive,No Shield Law,-2.332259434,-0.020075849,0.0979,Permissive,Permissive
AK,2024_03,0.95,5.26,147049,20,21%,0,0,24,3906,26,10.47%,4.78,703,4.91,1,0,102.359,4.8,11.73,West,332.202,0,Non-Restrictive,No Shield Law,-2.723536944,-0.013504806,0.1047,Permissive,Permissive
AK,2024_04,1.09,4.79,147049,21,19%,0,0,24,3906,26,10.71%,5.93,872,5.35,1,0,102.359,4.5,11.73,West,334.05,0,Non-Restrictive,No Shield Law,-2.342454458,-0.011252592,0.1071,Permissive,Permissive
AK,2024_05,1.09,5.3,147049,22,19%,0,0,24,3906,26,10.80%,6.83,1005,5.21,1,0,102.359,4.3,11.73,West,334.292,0,Non-Restrictive,No Shield Law,-2.490169846,-0.010371945,0.108,Permissive,Permissive
AK,2024_06,1.16,4.85,147049,23,24%,0,0,24,3906,26,10.82%,6.51,957,4.91,1,0,102.359,4.9,11.73,West,333.662,0,Non-Restrictive,No Shield Law,-2.77008433,-0.010121564,0.1082,Permissive,Permissive
AK,2024_07,1.02,5.54,147049,24,20%,0,0,24,3906,26,10.62%,8.62,1268,4.69,1,0,102.359,4.4,11.73,West,333.174,0,Non-Restrictive,No Shield Law,-2.974526026,-0.012082538,0.1062,Permissive,Permissive
AK,2024_08,0.95,5.24,147049,25,21%,0,0,24,3906,26,10.09%,8.02,1179,4.56,1,0,102.359,4.1,11.73,West,333.442,0,Non-Restrictive,No Shield Law,-3.113070341,-0.01740397,0.1009,Permissive,Permissive
AK,2024_09,0.88,5.18,147049,26,23%,0,0,24,3906,26,9.55%,6.87,1010,4.4,1,0,102.359,4,11.73,West,334.265,0,Non-Restrictive,No Shield Law,-3.299309038,-0.022869786,0.0955,Permissive,Permissive
AK,2024_10,0.88,4.76,147049,27,23%,0,0,24,3906,26,8.71%,8.65,1272,4.31,1,0,102.359,4.4,11.73,West,334.558,0,Non-Restrictive,No Shield Law,-3.398650397,-0.031293218,0.0871,Permissive,Permissive
AK,2024_11,1.09,4.73,147049,28,25%,0,0,24,3906,26,8.63%,6.88,1012,4.17,1,0,102.359,4.9,11.73,West,334.218,0,Non-Restrictive,No Shield Law,-3.527810595,-0.032066028,0.0863,Permissive,Permissive
AK,2024_12,1.02,4.98,147049,29,33%,0,0,24,3906,26,8.74%,6.59,969,4.16,1,0,102.359,4.7,11.73,West,334.084,0,Non-Restrictive,No Shield Law,-3.533538438,-0.030955311,0.0874,Permissive,Permissive
AL,2022_04,0.66,4.5,991098,-3,0%,0,0,20,1998,33,14.82%,0.57,567,1.82,0,1,88.021,2,7.25,South,279.879,0,Restrictive,No Shield Law,1.311252676,0.036745521,0.1482,Total Ban,Total Ban
AL,2022_05,0.63,4.63,991098,-2,0%,0,0,20,1998,33,14.91%,0.63,622,1.86,0,1,88.021,2.2,7.25,South,283.307,0,Restrictive,No Shield Law,1.241961965,0.03737138,0.1491,Total Ban,Total Ban
AL,2022_06,0.52,4.75,991098,-1,0%,0,0,20,1998,33,14.99%,0.62,616,1.92,0,1,88.021,3,7.25,South,287.427,0,Restrictive,No Shield Law,1.170609068,0.037841899,0.1499,Total Ban,Total Ban
AL,2022_07,0,5.05,991098,0,0%,0,0,0,1998,33,15.07%,0.63,623,2,0,1,88.021,2.9,7.25,South,287.608,1,Restrictive,No Shield Law,1.244838467,0.038627424,0.1507,Total Ban,Total Ban
AL,2022_08,0,5.54,991098,1,0%,0,0,0,1998,33,15.25%,0.57,564,2.15,0,1,88.021,2.9,7.25,South,287.168,1,Restrictive,No Shield Law,1.408866446,0.040462612,0.1525,Total Ban,Total Ban
AL,2022_09,0,5.1,991098,2,0%,0,0,0,1998,33,15.25%,0.44,440,2.27,0,1,88.021,2.4,7.25,South,287.656,1,Restrictive,No Shield Law,1.513308142,0.040423586,0.1525,Total Ban,Total Ban
AL,2022_10,0,4.88,991098,3,0%,0,0,0,1998,33,15.28%,0.36,356,2.26,0,1,88.021,2.4,7.25,South,288.836,1,Restrictive,No Shield Law,1.465687652,0.04062922,0.1528,Total Ban,Total Ban
AL,2022_11,0,4.96,991098,4,0%,0,0,0,1998,33,15.38%,0.25,248,2.3,0,1,88.021,2.2,7.25,South,288.991,1,Restrictive,No Shield Law,1.500745978,0.041616824,0.1538,Total Ban,Total Ban
AL,2022_12,0,5.13,991098,5,0%,0,0,0,1998,33,15.47%,0.22,222,2.41,0,1,88.021,2,7.25,South,288.205,1,Restrictive,No Shield Law,1.63580505,0.042579682,0.1547,Total Ban,Total Ban
AL,2023_01,0,5,"991,098",6,0%,0,0,0,2207,33,15.22%,0.26,262,2.31,0,1,89.097,2.6,7.25,South,290.438,1,Restrictive,No Shield Law,1.055117705,0.03970854,0.1522,Total Ban,Total Ban
AL,2023_02,0,4.41,"991,098",7,0%,0,0,0,2207,33,15.21%,0.25,251,2.24,0,1,89.097,2.5,7.25,South,292.285,1,Restrictive,No Shield Law,0.926232074,0.039460833,0.1521,Total Ban,Total Ban
AL,2023_03,0,4.92,"991,098",8,0%,0,0,0,2207,33,15.22%,0.27,263,2.12,0,1,89.097,2.2,7.25,South,293.358,1,Restrictive,No Shield Law,0.772022933,0.039475024,0.1522,Total Ban,Total Ban
AL,2023_04,0,4.38,"991,098",9,0%,0,0,0,2207,33,15.09%,0.36,355,2,0,1,89.097,1.8,7.25,South,295.315,1,Restrictive,No Shield Law,0.589630307,0.038018521,0.1509,Total Ban,Total Ban
AL,2023_05,0,4.64,"991,098",10,0%,0,0,0,2207,33,15.10%,0.43,431,2.04,0,1,89.097,2,7.25,South,295.889,1,Restrictive,No Shield Law,0.61133017,0.038072617,0.151,Total Ban,Total Ban
AL,2023_06,0,4.83,"991,098",11,0%,0,0,0,2207,33,15.15%,0.34,334,2.04,0,1,89.097,2.7,7.25,South,296.789,1,Restrictive,No Shield Law,0.582636576,0.038500643,0.1515,Total Ban,Total Ban
AL,2023_07,0.22,4.9,"991,098",12,100%,0,0,0,2207,33,15.09%,0.35,349,2.04,0,1,89.097,2.6,7.25,South,297.279,1,Restrictive,No Shield Law,0.567014508,0.037861458,0.1509,Total Ban,Total Ban
AL,2023_08,0.25,5.16,"991,098",13,100%,0,0,0,2207,33,15.13%,0.36,360,2.14,0,1,89.097,2.8,7.25,South,298.975,1,Restrictive,No Shield Law,0.612943024,0.038125827,0.1513,Total Ban,Total Ban
AL,2023_09,0.25,5,"991,098",14,100%,0,0,0,2207,33,15.08%,0.30,298,2.14,0,1,89.097,2.6,7.25,South,299.657,1,Restrictive,No Shield Law,0.591199656,0.037571286,0.1508,Total Ban,Total Ban
AL,2023_10,0.3,4.96,"991,098",15,100%,0,0,0,2207,33,14.78%,0.23,228,2.23,0,1,89.097,2.6,7.25,South,299.394,1,Restrictive,No Shield Law,0.689584562,0.034592319,0.1478,Total Ban,Total Ban
AL,2023_11,0.34,4.88,"991,098",16,100%,0,0,0,2207,33,14.72%,0.22,215,2.36,0,1,89.097,2.5,7.25,South,298.93,1,Restrictive,No Shield Law,0.834377704,0.034029425,0.1472,Total Ban,Total Ban
AL,2023_12,0.36,4.83,"991,098",17,100%,0,0,0,2207,33,14.71%,0.27,268,2.52,0,1,89.097,2.6,7.25,South,298.754,1,Restrictive,No Shield Law,0.999988896,0.0339435,0.1471,Total Ban,Total Ban
AL,2024_01,0.4,5.05,1012010,18,100%,0,0,0,2458,29,14.47%,0.33,335,2.51,0,1,88.823,3.2,7.25,South,300.421,1,Restrictive,No Shield Law,1.04111868,0.031459225,0.1447,Total Ban,Total Ban
AL,2024_02,0.42,4.56,1012010,19,100%,0,0,0,2458,29,14.52%,0.33,335,2.5,0,1,88.823,3.2,7.25,South,303.144,1,Restrictive,No Shield Law,0.944304617,0.031741464,0.1452,Total Ban,Total Ban
AL,2024_03,0.43,4.7,1012010,20,100%,0,0,0,2458,29,14.52%,0.32,322,2.43,0,1,88.823,2.8,7.25,South,304.49,1,Restrictive,No Shield Law,0.831391753,0.031633822,0.1452,Total Ban,Total Ban
AL,2024_04,0.43,4.64,1012010,21,100%,0,0,0,2458,29,14.50%,0.33,335,2.39,0,1,88.823,2.4,7.25,South,305.104,1,Restrictive,No Shield Law,0.771816346,0.03138472,0.145,Total Ban,Total Ban
AL,2024_05,0.45,4.8,1012010,22,100%,0,0,0,2458,29,14.52%,0.33,335,2.39,0,1,88.823,2.4,7.25,South,305.296,1,Restrictive,No Shield Law,0.765695046,0.031569366,0.1452,Total Ban,Total Ban
AL,2024_06,0.45,4.59,1012010,23,100%,0,0,0,2458,29,14.54%,0.32,322,2.41,0,1,88.823,3.3,7.25,South,305.357,1,Restrictive,No Shield Law,0.783750258,0.031764488,0.1454,Total Ban,Total Ban
AL,2024_07,0.54,5.21,1012010,24,100%,0,0,0,2458,29,14.60%,0.33,333,2.51,0,1,88.823,3.4,7.25,South,305.819,1,Restrictive,No Shield Law,0.869020879,0.032327541,0.146,Total Ban,Total Ban
AL,2024_08,0.46,5.31,1012010,25,100%,0,0,0,2458,29,14.68%,0.34,343,2.65,0,1,88.823,3.5,7.25,South,305.761,1,Restrictive,No Shield Law,1.010870022,0.033132179,0.1468,Total Ban,Total Ban
AL,2024_09,0.46,4.91,1012010,26,100%,0,0,0,2458,29,14.63%,0.28,282,2.76,0,1,88.823,3.1,7.25,South,306.078,1,Restrictive,No Shield Law,1.110763501,0.032606828,0.1463,Total Ban,Total Ban
AL,2024_10,0.49,5.21,1012010,27,100%,0,0,0,2458,29,14.66%,0.27,271,2.87,0,1,88.823,3.2,7.25,South,306.889,1,Restrictive,No Shield Law,1.194907384,0.032841972,0.1466,Total Ban,Total Ban
AL,2024_11,0.55,4.65,1012010,28,100%,0,0,0,2458,29,14.57%,0.25,253,2.93,0,1,88.823,3.3,7.25,South,306.877,1,Restrictive,No Shield Law,1.255289966,0.031942931,0.1457,Total Ban,Total Ban
AL,2024_12,0.68,5.18,1012010,29,100%,0,0,0,2458,29,14.54%,0.30,299,2.97,0,1,88.823,3.2,7.25,South,307.007,1,Restrictive,No Shield Law,1.291145335,0.031632535,0.1454,Total Ban,Total Ban
AR,2022_04,0.49,4.62,589442,-3,0%,0,0,18,2287,27,9.92%,5.19,3062,0.74,1,1,86.913,2.9,11,South,279.879,0,Restrictive,No Shield Law,0.652926327,-0.012056186,0.0992,Total Ban,Total Ban
AR,2022_05,0.58,4.76,589442,-2,0%,0,0,18,2287,27,9.49%,5.52,3253,0.72,1,1,86.913,3,11,South,283.307,0,Restrictive,No Shield Law,0.523635615,-0.016630327,0.0949,Total Ban,Total Ban
AR,2022_06,0.44,5.08,589442,-1,0%,0,0,18,2287,27,6.27%,7.02,4136,0.67,1,1,86.913,3.6,11,South,287.427,0,Restrictive,No Shield Law,0.342282718,-0.049159808,0.0627,Total Ban,Total Ban
AR,2022_07,0,5.14,589442,0,0%,0,0,0,2287,27,7.72%,6.76,3982,0.66,1,1,86.913,3.7,11,South,287.608,1,Restrictive,No Shield Law,0.326512117,-0.034674282,0.0772,Total Ban,Total Ban
AR,2022_08,0,5.51,589442,1,0%,0,0,0,2287,27,7.84%,5.83,3437,0.62,1,1,86.913,3.4,11,South,287.168,1,Restrictive,No Shield Law,0.300540097,-0.033439095,0.0784,Total Ban,Total Ban
AR,2022_09,0,5.21,589442,2,0%,0,0,0,2287,27,7.53%,5.62,3315,0.6,1,1,86.913,3,11,South,287.656,1,Restrictive,No Shield Law,0.264981792,-0.036578121,0.0753,Total Ban,Total Ban
AR,2022_10,0,4.87,589442,3,0%,0,0,0,2287,27,7.65%,6.43,3788,0.63,1,1,86.913,2.6,11,South,288.836,1,Restrictive,No Shield Law,0.257361302,-0.035472487,0.0765,Total Ban,Total Ban
AR,2022_11,0,5.03,589442,4,0%,0,0,0,2287,27,8.70%,5.38,3172,0.62,1,1,86.913,2.6,11,South,288.991,1,Restrictive,No Shield Law,0.242419628,-0.024984882,0.087,Total Ban,Total Ban
AR,2022_12,0,5.38,589442,5,0%,0,0,0,2287,27,8.66%,6.47,3814,0.63,1,1,86.913,2.7,11,South,288.205,1,Restrictive,No Shield Law,0.2774787,-0.025322025,0.0866,Total Ban,Total Ban
AR,2023_01,0,5.04,589442,6,0%,0,0,0,2504,30,7.41%,6.31,3717,0.64,1,1,86.81,3.4,11,South,290.438,1,Restrictive,No Shield Law,0.255485609,-0.037982167,0.0741,Total Ban,Total Ban
AR,2023_02,0,4.5,589442,7,0%,0,0,0,2504,30,8.32%,4.95,2917,0.68,1,1,86.81,3.2,11,South,292.285,1,Restrictive,No Shield Law,0.236599978,-0.029029874,0.0832,Total Ban,Total Ban
AR,2023_03,0,4.79,589442,8,0%,0,0,0,2504,30,8.07%,6.32,3728,0.64,1,1,86.81,2.9,11,South,293.358,1,Restrictive,No Shield Law,0.162390837,-0.031615683,0.0807,Total Ban,Total Ban
AR,2023_04,0,4.48,589442,9,0%,0,0,0,2504,30,7.85%,5.82,3428,0.68,1,1,86.81,2.5,11,South,295.315,1,Restrictive,No Shield Law,0.139998211,-0.033972186,0.0785,Total Ban,Total Ban
AR,2023_05,0,4.84,589442,10,0%,0,0,0,2504,30,9.00%,6.05,3566,0.72,1,1,86.81,2.8,11,South,295.889,1,Restrictive,No Shield Law,0.161698075,-0.02251809,0.09,Total Ban,Total Ban
AR,2023_06,0,4.94,589442,11,0%,0,0,0,2504,30,8.76%,7.43,4377,0.74,1,1,86.81,3.4,11,South,296.789,1,Restrictive,No Shield Law,0.153004481,-0.024990064,0.0876,Total Ban,Total Ban
AR,2023_07,0.22,5.03,589442,12,100%,0,0,0,2504,30,7.73%,6.40,3771,0.78,1,1,86.81,3.6,11,South,297.279,1,Restrictive,No Shield Law,0.177382413,-0.03532925,0.0773,Total Ban,Total Ban
AR,2023_08,0.24,5.37,589442,13,100%,0,0,0,2504,30,7.77%,7.16,4218,0.87,1,1,86.81,3.5,11,South,298.975,1,Restrictive,No Shield Law,0.213310929,-0.035064881,0.0777,Total Ban,Total Ban
AR,2023_09,0.24,5.09,589442,14,100%,0,0,0,2504,30,7.86%,6.39,3768,0.79,1,1,86.81,3.3,11,South,299.657,1,Restrictive,No Shield Law,0.111567561,-0.034219421,0.0786,Total Ban,Total Ban
AR,2023_10,0.3,5.26,589442,15,100%,0,0,0,2504,30,8.03%,5.78,3409,0.93,1,1,86.81,3,11,South,299.394,1,Restrictive,No Shield Law,0.259952467,-0.032498388,0.0803,Total Ban,Total Ban
AR,2023_11,0.34,4.94,589442,16,100%,0,0,0,2504,30,8.05%,5.04,2968,0.9,1,1,86.81,3,11,South,298.93,1,Restrictive,No Shield Law,0.244745608,-0.032261282,0.0805,Total Ban,Total Ban
AR,2023_12,0.3,4.95,589442,17,100%,0,0,0,2504,30,8.07%,5.20,3067,0.96,1,1,86.81,3.2,11,South,298.754,1,Restrictive,No Shield Law,0.3103568,-0.032047207,0.0807,Total Ban,Total Ban
AR,2024_01,0.38,5,601558,18,100%,0,0,0,2646,29,7.97%,6.68,4021,0.86,1,1,86.937,3.8,11,South,300.421,1,Restrictive,No Shield Law,0.108877258,-0.033203247,0.0797,Total Ban,Total Ban
AR,2024_02,0.38,4.64,601558,19,100%,0,0,0,2646,29,7.86%,5.08,3058,0.96,1,1,86.937,3.8,11,South,303.144,1,Restrictive,No Shield Law,0.122063195,-0.034521009,0.0786,Total Ban,Total Ban
AR,2024_03,0.43,4.62,601558,20,100%,0,0,0,2646,29,7.83%,5.84,3512,0.89,1,1,86.937,3.4,11,South,304.49,1,Restrictive,No Shield Law,0.009150331,-0.03492865,0.0783,Total Ban,Total Ban
AR,2024_04,0.37,4.73,601558,21,100%,0,0,0,2646,29,7.60%,5.80,3492,0.83,1,1,86.937,3,11,South,305.104,1,Restrictive,No Shield Law,-0.070425076,-0.037277752,0.076,Total Ban,Total Ban
AR,2024_05,0.4,4.78,601558,22,100%,0,0,0,2646,29,7.63%,5.08,3053,0.81,1,1,86.937,3.2,11,South,305.296,1,Restrictive,No Shield Law,-0.096546376,-0.036993106,0.0763,Total Ban,Total Ban
AR,2024_06,0.43,4.6,601558,23,100%,0,0,0,2646,29,7.64%,5.36,3227,0.78,1,1,86.937,3.8,11,South,305.357,1,Restrictive,No Shield Law,-0.128491164,-0.036897985,0.0764,Total Ban,Total Ban
AR,2024_07,0.47,5.18,601558,24,100%,0,0,0,2646,29,7.48%,6.79,4086,0.72,1,1,86.937,4,11,South,305.819,1,Restrictive,No Shield Law,-0.203220543,-0.038534931,0.0748,Total Ban,Total Ban
AR,2024_08,0.37,5.4,601558,25,100%,0,0,0,2646,29,7.56%,7.97,4796,0.64,1,1,86.937,3.6,11,South,305.761,1,Restrictive,No Shield Law,-0.2813714,-0.037730293,0.0756,Total Ban,Total Ban
AR,2024_09,0.4,5.23,601558,26,100%,0,0,0,2646,29,7.57%,6.82,4104,0.65,1,1,86.937,3.2,11,South,306.078,1,Restrictive,No Shield Law,-0.281477921,-0.037655644,0.0757,Total Ban,Total Ban
AR,2024_10,0.43,4.92,601558,27,100%,0,0,0,2646,29,7.58%,6.93,4169,0.67,1,1,86.937,3.1,11,South,306.889,1,Restrictive,No Shield Law,-0.287334038,-0.0376205,0.0758,Total Ban,Total Ban
AR,2024_11,0.5,4.58,601558,28,100%,0,0,0,2646,29,7.59%,6.46,3887,0.67,1,1,86.937,3.3,11,South,306.877,1,Restrictive,No Shield Law,-0.286951457,-0.037519541,0.0759,Total Ban,Total Ban
AR,2024_12,0.55,5.14,601558,29,100%,0,0,0,2646,29,7.61%,5.95,3582,0.69,1,1,86.937,3.4,11,South,307.007,1,Restrictive,No Shield Law,-0.271096087,-0.037329937,0.0761,Total Ban,Total Ban
AZ,2022_04,0.92,4.17,1429665,-3,0%,0,0,15,2848,36,11.28%,1.20,1712,1,1,1,99.992,3.4,12.8,West,307.145,0,Non-Restrictive,No Shield Law,-4.933861749,-0.00297736,0.1128,Moderately Permissive,Moderately Permissive
AZ,2022_05,1.03,4.2,1429665,-2,0%,0,0,15,2848,36,11.41%,1.18,1685,1,1,1,99.992,3.6,12.8,West,309.645,0,Non-Restrictive,No Shield Law,-5.013566177,-0.001877288,0.1141,Moderately Permissive,Moderately Permissive
AZ,2022_06,0.82,4.38,1429665,-1,0%,0,0,15,2848,36,11.39%,1.14,1625,0.86,1,1,99.992,4.2,12.8,West,313.496,0,Non-Restrictive,No Shield Law,-5.276342878,-0.002385257,0.1139,Moderately Permissive,Moderately Permissive
AZ,2022_07,0.15,4.71,1429665,0,0%,0,0,15,2848,36,11.74%,1.14,1627,0.87,1,1,99.992,4.2,12.8,West,313.951,0,Non-Restrictive,No Shield Law,-5.280849084,0.001078357,0.1174,Moderately Permissive,Moderately Permissive
AZ,2022_08,0.5,4.98,1429665,1,0%,0,0,15,2848,36,12.00%,1.15,1642,0.91,1,1,99.992,4.3,12.8,West,314.013,0,Non-Restrictive,No Shield Law,-5.242825753,0.003673398,0.12,Moderately Permissive,Moderately Permissive
AZ,2022_09,0.43,4.79,1429665,2,0%,0,0,15,2848,36,12.37%,1.16,1658,0.94,1,1,99.992,3.9,12.8,West,315.094,0,Non-Restrictive,No Shield Law,-5.247289948,0.00728695,0.1237,Moderately Permissive,Moderately Permissive
AZ,2022_10,0.29,4.66,1429665,3,0%,0,0,15,2848,36,11.88%,1.17,1666,0.89,1,1,99.992,3.8,12.8,West,317.299,0,Non-Restrictive,No Shield Law,-5.367589253,0.002210613,0.1188,Moderately Permissive,Moderately Permissive
AZ,2022_11,0.55,4.79,1429665,4,0%,0,0,15,2848,36,11.88%,1.14,1634,0.92,1,1,99.992,3.5,12.8,West,315.919,0,Non-Restrictive,No Shield Law,-5.293592409,0.002320973,0.1188,Moderately Permissive,Moderately Permissive
AZ,2022_12,0.57,4.93,1429665,5,0%,0,0,15,2848,36,11.99%,1.14,1627,0.94,1,1,99.992,3.3,12.8,West,314.599,0,Non-Restrictive,No Shield Law,-5.231508471,0.003526535,0.1199,Moderately Permissive,Moderately Permissive
AZ,2023_01,0.77,4.52,1429665,6,0%,0,0,15,3326,35,11.78%,0.67,953,0.92,1,1,100.742,3.5,13.85,West,317.477,0,Non-Restrictive,No Shield Law,-5.628693124,0.001062155,0.1178,Moderately Permissive,Moderately Permissive
AZ,2023_02,0.68,4.15,1429665,7,0%,0,0,15,3326,35,11.69%,0.82,1170,0.91,1,1,100.742,3.5,13.85,West,319.13,0,Non-Restrictive,No Shield Law,-5.691393691,3.00E-05,0.1169,Moderately Permissive,Moderately Permissive
AZ,2023_03,0.86,4.42,1429665,8,0%,0,0,15,3326,35,11.87%,0.79,1126,0.89,1,1,100.742,3.4,13.85,West,320.715,0,Non-Restrictive,No Shield Law,-5.761926299,0.001703208,0.1187,Moderately Permissive,Moderately Permissive
AZ,2023_04,0.69,4.11,1429665,9,0%,0,0,15,3326,35,11.91%,0.76,1082,0.94,1,1,100.742,3.3,13.85,West,322.187,0,Non-Restrictive,No Shield Law,-5.758856266,0.001985491,0.1191,Moderately Permissive,Moderately Permissive
AZ,2023_05,0.79,4.24,1429665,10,0%,0,0,15,3326,35,12.09%,0.92,1316,0.94,1,1,100.742,3.7,13.85,West,323.525,0,Non-Restrictive,No Shield Law,-5.801514076,0.00367849,0.1209,Moderately Permissive,Moderately Permissive
AZ,2023_06,0.75,4.24,1429665,11,0%,0,0,15,3326,35,12.29%,0.89,1275,0.91,1,1,100.742,4.1,13.85,West,324.448,0,Non-Restrictive,No Shield Law,-5.86094095,0.005604676,0.1229,Moderately Permissive,Moderately Permissive
AZ,2023_07,0.88,4.54,1429665,12,20%,0,0,15,3326,35,12.42%,0.91,1308,0.9,1,1,100.742,4.2,13.85,West,324.865,0,Non-Restrictive,No Shield Law,-5.884235649,0.006871328,0.1242,Moderately Permissive,Moderately Permissive
